"TIME_PERIOD";"GEO";"ERWP";"ERWL";"POP1564";"UNIT_MEA";"OBS_VALUE";"OBS_CONFIDENCE";"OBS_STATUS"
2015;"CH063";"Total";"0";"1";"pers";84099;2.3205;"A"
2015;"CH063";"Total";"1";"1";"pers";3095;20.9632;"A"
2015;"CH063";"Total";"Total";"1";"pers";87195;2.2163;"A"
2015;"CH064";"Total";"0";"1";"pers";20157;4.7208;"A"
2015;"CH064";"Total";"1";"1";"pers";550.89110;48.1272;"U"
2015;"CH064";"Total";"Total";"1";"pers";20708;4.5556;"A"
2015;"CH065";"Total";"0";"1";"pers";23793;4.1648;"A"
2015;"CH065";"Total";"1";"1";"pers";547.12831;46.8409;"U"
2015;"CH065";"Total";"Total";"1";"pers";24340;4.0294;"A"
2015;"CH051";"Total";"0";"1";"pers";21431;5.0187;"A"
2015;"CH051";"Total";"1";"1";"pers";851.34503;41.4789;"U"
2015;"CH051";"Total";"Total";"1";"pers";22283;4.7964;"A"
2015;"CH066";"Total";"0";"1";"pers";65237;1.8756;"A"
2015;"CH066";"Total";"1";"1";"pers";2776;15.2215;"A"
2015;"CH066";"Total";"Total";"1";"pers";68013;1.7753;"A"
2015;"CH022";"Total";"0";"1";"pers";158272;1.7311;"A"
2015;"CH022";"Total";"1";"1";"pers";8881;12.0402;"A"
2015;"CH022";"Total";"Total";"1";"pers";167153;1.6146;"A"
2015;"CH023";"Total";"0";"1";"pers";139375;1.9010;"A"
2015;"CH023";"Total";"1";"1";"pers";6750;14.2185;"A"
2015;"CH023";"Total";"Total";"1";"pers";146125;1.7965;"A"
2015;"CH031";"Total";"0";"1";"pers";92342;2.5433;"A"
2015;"CH031";"Total";"1";"1";"pers";7201;13.8102;"A"
2015;"CH031";"Total";"Total";"1";"pers";99543;2.3400;"A"
2015;"CH032";"Total";"0";"1";"pers";138160;1.9902;"A"
2015;"CH032";"Total";"1";"1";"pers";7695;12.9354;"A"
2015;"CH032";"Total";"Total";"1";"pers";145855;1.8734;"A"
2015;"CH052";"Total";"0";"1";"pers";39203;3.7911;"A"
2015;"CH052";"Total";"1";"1";"pers";2609;23.2410;"A"
2015;"CH052";"Total";"Total";"1";"pers";41812;3.5512;"A"
2015;"CH053";"Total";"0";"1";"pers";28968;3.9756;"A"
2015;"CH053";"Total";"1";"1";"pers";853.28149;37.6044;"U"
2015;"CH053";"Total";"Total";"1";"pers";29821;3.8210;"A"
2015;"CH054";"Total";"0";"1";"pers";8620;6.7683;"A"
2015;"CH054";"Total";"1";"1";"pers";250.66121;73.2975;"U"
2015;"CH054";"Total";"Total";"1";"pers";8871;6.5069;"A"
2015;"CH055";"Total";"0";"1";"pers";261859;1.3701;"A"
2015;"CH055";"Total";"1";"1";"pers";11361;10.8519;"A"
2015;"CH055";"Total";"Total";"1";"pers";273221;1.2976;"A"
2015;"CH056";"Total";"0";"1";"pers";104813;2.1747;"A"
2015;"CH056";"Total";"1";"1";"pers";2977;21.2266;"A"
2015;"CH056";"Total";"Total";"1";"pers";107789;2.1013;"A"
2015;"CH033";"Total";"0";"1";"pers";349036;1.1900;"A"
2015;"CH033";"Total";"1";"1";"pers";15959;9.1105;"A"
2015;"CH033";"Total";"Total";"1";"pers";364995;1.1221;"A"
2015;"CH057";"Total";"0";"1";"pers";143169;1.2689;"A"
2015;"CH057";"Total";"1";"1";"pers";6675;9.9128;"A"
2015;"CH057";"Total";"Total";"1";"pers";149844;1.1967;"A"
2015;"CH070";"Total";"0";"1";"pers";152526;1.4281;"A"
2015;"CH070";"Total";"1";"1";"pers";12303;7.1458;"A"
2015;"CH070";"Total";"Total";"1";"pers";164830;1.3230;"A"
2015;"CH011";"Total";"0";"1";"pers";369524;0.8452;"A"
2015;"CH011";"Total";"1";"1";"pers";30497;4.5245;"A"
2015;"CH011";"Total";"Total";"1";"pers";400021;0.7696;"A"
2015;"CH012";"Total";"0";"1";"pers";163032;1.8413;"A"
2015;"CH012";"Total";"1";"1";"pers";10328;11.2766;"A"
2015;"CH012";"Total";"Total";"1";"pers";173360;1.7167;"A"
2015;"CH024";"Total";"0";"1";"pers";84076;1.8075;"A"
2015;"CH024";"Total";"1";"1";"pers";7647;8.9723;"A"
2015;"CH024";"Total";"Total";"1";"pers";91723;1.6372;"A"
2015;"CH013";"Total";"0";"1";"pers";201047;1.2835;"A"
2015;"CH013";"Total";"1";"1";"pers";24475;5.3016;"A"
2015;"CH013";"Total";"Total";"1";"pers";225521;1.1360;"A"
2015;"CH025";"Total";"0";"1";"pers";33944;4.1397;"A"
2015;"CH025";"Total";"1";"1";"pers";2112;24.8550;"A"
2015;"CH025";"Total";"Total";"1";"pers";36057;3.8745;"A"
2015;"CH";"Total";"0";"1";"pers";4236323;0.3172;"A"
2015;"CH";"Total";"1";"1";"pers";240489;2.0895;"A"
2015;"CH";"Total";"Total";"1";"pers";4476812;0.2967;"A"
2015;"CH040";"Total";"0";"1";"pers in %";95.10660;0.2753;"A"
2015;"CH040";"Total";"1";"1";"pers in %";4.89340;0.2753;"A"
2015;"CH040";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH021";"Total";"0";"1";"pers in %";95.47334;0.3106;"A"
2015;"CH021";"Total";"1";"1";"pers in %";4.52666;0.3106;"A"
2015;"CH021";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH061";"Total";"0";"1";"pers in %";96.33984;0.3237;"A"
2015;"CH061";"Total";"1";"1";"pers in %";3.66016;0.3237;"A"
2015;"CH061";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH062";"Total";"0";"1";"pers in %";98.87496;0.8184;"A"
2015;"CH062";"Total";"1";"1";"pers in %";1.12504;0.8184;"U"
2015;"CH062";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH063";"Total";"0";"1";"pers in %";96.45030;0.7374;"A"
2015;"CH063";"Total";"1";"1";"pers in %";3.54970;0.7374;"A"
2015;"CH063";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH064";"Total";"0";"1";"pers in %";97.33970;1.2728;"A"
2015;"CH064";"Total";"1";"1";"pers in %";2.66030;1.2728;"U"
2015;"CH064";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH065";"Total";"0";"1";"pers in %";97.75215;1.0486;"A"
2015;"CH065";"Total";"1";"1";"pers in %";2.24785;1.0486;"U"
2015;"CH065";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH051";"Total";"0";"1";"pers in %";96.17932;1.5686;"A"
2015;"CH051";"Total";"1";"1";"pers in %";3.82068;1.5686;"U"
2015;"CH051";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH066";"Total";"0";"1";"pers in %";95.91843;0.6156;"A"
2015;"CH066";"Total";"1";"1";"pers in %";4.08157;0.6156;"A"
2015;"CH066";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH022";"Total";"0";"1";"pers in %";94.68661;0.6318;"A"
2015;"CH022";"Total";"1";"1";"pers in %";5.31339;0.6318;"A"
2015;"CH022";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH023";"Total";"0";"1";"pers in %";95.38076;0.6489;"A"
2015;"CH023";"Total";"1";"1";"pers in %";4.61924;0.6489;"A"
2015;"CH023";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH031";"Total";"0";"1";"pers in %";92.76594;0.9804;"A"
2015;"CH031";"Total";"1";"1";"pers in %";7.23406;0.9804;"A"
2015;"CH031";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH032";"Total";"0";"1";"pers in %";94.72417;0.6733;"A"
2015;"CH032";"Total";"1";"1";"pers in %";5.27583;0.6733;"A"
2015;"CH032";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH052";"Total";"0";"1";"pers in %";93.75921;1.4223;"A"
2015;"CH052";"Total";"1";"1";"pers in %";6.24079;1.4223;"A"
2015;"CH052";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH053";"Total";"0";"1";"pers in %";97.13869;1.0703;"A"
2015;"CH053";"Total";"1";"1";"pers in %";2.86131;1.0703;"U"
2015;"CH053";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH054";"Total";"0";"1";"pers in %";97.17435;2.0562;"A"
2015;"CH054";"Total";"1";"1";"pers in %";2.82565;2.0562;"U"
2015;"CH054";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH055";"Total";"0";"1";"pers in %";95.84170;0.4469;"A"
2015;"CH055";"Total";"1";"1";"pers in %";4.15830;0.4469;"A"
2015;"CH055";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH056";"Total";"0";"1";"pers in %";97.23849;0.5823;"A"
2015;"CH056";"Total";"1";"1";"pers in %";2.76151;0.5823;"A"
2015;"CH056";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH033";"Total";"0";"1";"pers in %";95.62758;0.3946;"A"
2015;"CH033";"Total";"1";"1";"pers in %";4.37242;0.3946;"A"
2015;"CH033";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH057";"Total";"0";"1";"pers in %";95.54549;0.4368;"A"
2015;"CH057";"Total";"1";"1";"pers in %";4.45451;0.4368;"A"
2015;"CH057";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH070";"Total";"0";"1";"pers in %";92.53568;0.5222;"A"
2015;"CH070";"Total";"1";"1";"pers in %";7.46432;0.5222;"A"
2015;"CH070";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH011";"Total";"0";"1";"pers in %";92.37613;0.3386;"A"
2015;"CH011";"Total";"1";"1";"pers in %";7.62387;0.3386;"A"
2015;"CH011";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH012";"Total";"0";"1";"pers in %";94.04218;0.6618;"A"
2015;"CH012";"Total";"1";"1";"pers in %";5.95782;0.6618;"A"
2015;"CH012";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH024";"Total";"0";"1";"pers in %";91.66257;0.7328;"A"
2015;"CH024";"Total";"1";"1";"pers in %";8.33743;0.7328;"A"
2015;"CH024";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH013";"Total";"0";"1";"pers in %";89.14757;0.5589;"A"
2015;"CH013";"Total";"1";"1";"pers in %";10.85243;0.5589;"A"
2015;"CH013";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH025";"Total";"0";"1";"pers in %";94.14118;1.4346;"A"
2015;"CH025";"Total";"1";"1";"pers in %";5.85882;1.4346;"A"
2015;"CH025";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2015;"CH";"Total";"0";"1";"pers in %";94.62812;0.3002;"A"
2015;"CH";"Total";"1";"1";"pers in %";5.37188;0.1122;"A"
2015;"CH";"Total";"Total";"1";"pers in %";100.00000;0.2967;"A"
2016;"CH040";"1";"Total";"Total";"pers";855124;0.6616;"A"
2016;"CH040";"Total";"Total";"Total";"pers";1234567;0.1199;"A"
2016;"CH021";"1";"Total";"Total";"pers";568384;0.8781;"A"
2016;"CH021";"Total";"Total";"Total";"pers";859534;0.1314;"A"
2016;"CH061";"1";"Total";"Total";"pers";232322;0.9831;"A"
2016;"CH061";"Total";"Total";"Total";"pers";334499;0.1576;"A"
2016;"CH062";"1";"Total";"Total";"pers";19550;4.8709;"A"
2016;"CH062";"Total";"Total";"Total";"pers";30033;0.7722;"A"
2016;"CH063";"1";"Total";"Total";"pers";89915;2.1465;"A"
2016;"CH063";"Total";"Total";"Total";"pers";130566;0.3911;"A"
2016;"CH064";"1";"Total";"Total";"pers";21436;4.2619;"A"
2016;"CH064";"Total";"Total";"Total";"pers";31169;0.5408;"A"
2016;"CH065";"1";"Total";"Total";"pers";24493;4.2855;"A"
2016;"CH065";"Total";"Total";"Total";"pers";36095;0.5864;"A"
2016;"CH051";"1";"Total";"Total";"pers";22378;4.6761;"A"
2016;"CH051";"Total";"Total";"Total";"pers";33735;0.8267;"A"
2016;"CH066";"1";"Total";"Total";"pers";69927;1.7556;"A"
2016;"CH066";"Total";"Total";"Total";"pers";102994;0.3297;"A"
2016;"CH022";"1";"Total";"Total";"pers";173618;1.5471;"A"
2016;"CH022";"Total";"Total";"Total";"pers";253558;0.2580;"A"
2016;"CH023";"1";"Total";"Total";"pers";149760;1.8084;"A"
2016;"CH023";"Total";"Total";"Total";"pers";227461;0.3373;"A"
2016;"CH031";"1";"Total";"Total";"pers";103277;2.2477;"A"
2016;"CH031";"Total";"Total";"Total";"pers";162649;0.3944;"A"
2016;"CH032";"1";"Total";"Total";"pers";149674;1.8823;"A"
2016;"CH032";"Total";"Total";"Total";"pers";240860;0.2811;"A"
2016;"CH052";"1";"Total";"Total";"pers";43924;3.3744;"A"
2016;"CH052";"Total";"Total";"Total";"pers";68110;0.4909;"A"
2016;"CH053";"1";"Total";"Total";"pers";30816;3.9401;"A"
2016;"CH053";"Total";"Total";"Total";"pers";45911;0.4805;"A"
2016;"CH054";"1";"Total";"Total";"pers";8824;7.0474;"A"
2016;"CH054";"Total";"Total";"Total";"pers";13178;1.3454;"A"
2016;"CH055";"1";"Total";"Total";"pers";279109;1.2737;"A"
2016;"CH055";"Total";"Total";"Total";"pers";418305;0.1979;"A"
2016;"CH056";"1";"Total";"Total";"pers";110387;2.0340;"A"
2016;"CH056";"Total";"Total";"Total";"pers";168482;0.2894;"A"
2016;"CH033";"1";"Total";"Total";"pers";377885;1.0821;"A"
2016;"CH033";"Total";"Total";"Total";"pers";553530;0.1665;"A"
2016;"CH057";"1";"Total";"Total";"pers";154063;1.2001;"A"
2016;"CH057";"Total";"Total";"Total";"pers";226358;0.2028;"A"
2016;"CH070";"1";"Total";"Total";"pers";171784;1.2696;"A"
2016;"CH070";"Total";"Total";"Total";"pers";301265;0.1268;"A"
2016;"CH011";"1";"Total";"Total";"pers";414566;0.7483;"A"
2016;"CH011";"Total";"Total";"Total";"pers";640606;0.1020;"A"
2016;"CH012";"1";"Total";"Total";"pers";177967;1.6651;"A"
2016;"CH012";"Total";"Total";"Total";"pers";283009;0.2415;"A"
2016;"CH024";"1";"Total";"Total";"pers";93653;1.6334;"A"
2016;"CH024";"Total";"Total";"Total";"pers";147433;0.2332;"A"
2016;"CH013";"1";"Total";"Total";"pers";233540;1.1236;"A"
2016;"CH013";"Total";"Total";"Total";"pers";376720;0.1959;"A"
2016;"CH025";"1";"Total";"Total";"pers";36524;3.8084;"A"
2016;"CH025";"Total";"Total";"Total";"pers";60754;0.5234;"A"
2016;"CH";"1";"Total";"Total";"pers";4612897;0.2871;"A"
2016;"CH";"Total";"Total";"Total";"pers";6981381;0.0457;"A"
2016;"CH040";"1";"Total";"Total";"pers in %";69.26507;0.4393;"A"
2016;"CH040";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH021";"1";"Total";"Total";"pers in %";66.12696;0.5547;"A"
2016;"CH021";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH061";"1";"Total";"Total";"pers in %";69.45361;0.6590;"A"
2016;"CH061";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH062";"1";"Total";"Total";"pers in %";65.09591;3.1181;"A"
2016;"CH062";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH063";"1";"Total";"Total";"pers in %";68.86557;1.4542;"A"
2016;"CH063";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH064";"1";"Total";"Total";"pers in %";68.77212;2.9100;"A"
2016;"CH064";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH065";"1";"Total";"Total";"pers in %";67.85662;2.7204;"A"
2016;"CH065";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH051";"1";"Total";"Total";"pers in %";66.33475;2.9644;"A"
2016;"CH051";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH066";"1";"Total";"Total";"pers in %";67.89394;1.1470;"A"
2016;"CH066";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH022";"1";"Total";"Total";"pers in %";68.47274;1.0307;"A"
2016;"CH022";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH023";"1";"Total";"Total";"pers in %";65.83985;1.1290;"A"
2016;"CH023";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH031";"1";"Total";"Total";"pers in %";63.49702;1.3962;"A"
2016;"CH031";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH032";"1";"Total";"Total";"pers in %";62.14161;1.1149;"A"
2016;"CH032";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH052";"1";"Total";"Total";"pers in %";64.48909;2.0979;"A"
2016;"CH052";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH053";"1";"Total";"Total";"pers in %";67.12220;2.5120;"A"
2016;"CH053";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH054";"1";"Total";"Total";"pers in %";66.96124;4.6368;"A"
2016;"CH054";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH055";"1";"Total";"Total";"pers in %";66.72385;0.8180;"A"
2016;"CH055";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH056";"1";"Total";"Total";"pers in %";65.51834;1.2973;"A"
2016;"CH056";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH033";"1";"Total";"Total";"pers in %";68.26825;0.7118;"A"
2016;"CH033";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH057";"1";"Total";"Total";"pers in %";68.06153;0.7736;"A"
2016;"CH057";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH070";"1";"Total";"Total";"pers in %";57.02079;0.7098;"A"
2016;"CH070";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH011";"1";"Total";"Total";"pers in %";64.71461;0.4698;"A"
2016;"CH011";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH012";"1";"Total";"Total";"pers in %";62.88371;1.0212;"A"
2016;"CH012";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH024";"1";"Total";"Total";"pers in %";63.52217;0.9887;"A"
2016;"CH024";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH013";"1";"Total";"Total";"pers in %";61.99286;0.6574;"A"
2016;"CH013";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH025";"1";"Total";"Total";"pers in %";60.11843;2.2541;"A"
2016;"CH025";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2016;"CH";"1";"Total";"Total";"pers in %";66.07428;0.1897;"A"
2016;"CH";"Total";"Total";"Total";"pers in %";100.00000;0.0457;"A"
2016;"CH040";"1";"Total";"1";"pers";833104;0.6904;"A"
2016;"CH040";"Total";"Total";"1";"pers";997522;0.5067;"A"
2016;"CH021";"1";"Total";"1";"pers";555330;0.9095;"A"
2016;"CH021";"Total";"Total";"1";"pers";662857;0.6912;"A"
2016;"CH061";"1";"Total";"1";"pers";227478;1.0178;"A"
2016;"CH061";"Total";"Total";"1";"pers";269867;0.7438;"A"
2016;"CH062";"1";"Total";"1";"pers";19250;4.9789;"A"
2016;"CH062";"Total";"Total";"1";"pers";23410;3.6262;"A"
2016;"CH063";"1";"Total";"1";"pers";87583;2.2349;"A"
2016;"CH063";"Total";"Total";"1";"pers";105710;1.5879;"A"
2016;"CH064";"1";"Total";"1";"pers";20984;4.3959;"A"
2016;"CH064";"Total";"Total";"1";"pers";24897;3.1398;"A"
2016;"CH065";"1";"Total";"1";"pers";23565;4.5485;"A"
2016;"CH065";"Total";"Total";"1";"pers";28252;3.3648;"A"
2016;"CH051";"1";"Total";"1";"pers";22011;4.7830;"A"
2016;"CH051";"Total";"Total";"1";"pers";26473;3.4874;"A"
2016;"CH066";"1";"Total";"1";"pers";68374;1.8187;"A"
2016;"CH066";"Total";"Total";"1";"pers";83759;1.2764;"A"
2016;"CH022";"1";"Total";"1";"pers";170381;1.5936;"A"
2016;"CH022";"Total";"Total";"1";"pers";208956;1.0878;"A"
2016;"CH023";"1";"Total";"1";"pers";146392;1.8697;"A"
2016;"CH023";"Total";"Total";"1";"pers";178561;1.3518;"A"
2016;"CH031";"1";"Total";"1";"pers";100437;2.3384;"A"
2016;"CH031";"Total";"Total";"1";"pers";126686;1.6479;"A"
2016;"CH032";"1";"Total";"1";"pers";145505;1.9566;"A"
2016;"CH032";"Total";"Total";"1";"pers";182420;1.4221;"A"
2016;"CH052";"1";"Total";"1";"pers";42802;3.5036;"A"
2016;"CH052";"Total";"Total";"1";"pers";52425;2.5660;"A"
2016;"CH053";"1";"Total";"1";"pers";30194;4.0672;"A"
2016;"CH053";"Total";"Total";"1";"pers";36238;2.9845;"A"
2016;"CH054";"1";"Total";"1";"pers";8655;7.2462;"A"
2016;"CH054";"Total";"Total";"1";"pers";10395;5.2982;"A"
2016;"CH055";"1";"Total";"1";"pers";273939;1.3112;"A"
2016;"CH055";"Total";"Total";"1";"pers";334552;0.9320;"A"
2016;"CH056";"1";"Total";"1";"pers";107326;2.1182;"A"
2016;"CH056";"Total";"Total";"1";"pers";129826;1.5606;"A"
2016;"CH033";"1";"Total";"1";"pers";369032;1.1236;"A"
2016;"CH033";"Total";"Total";"1";"pers";445378;0.8051;"A"
2016;"CH057";"1";"Total";"1";"pers";151088;1.2377;"A"
2016;"CH057";"Total";"Total";"1";"pers";182835;0.8856;"A"
2016;"CH070";"1";"Total";"1";"pers";166683;1.3150;"A"
2016;"CH070";"Total";"Total";"1";"pers";226661;0.8508;"A"
2016;"CH011";"1";"Total";"1";"pers";404957;0.7743;"A"
2016;"CH011";"Total";"Total";"1";"pers";517428;0.5139;"A"
2016;"CH012";"1";"Total";"1";"pers";174208;1.7136;"A"
2016;"CH012";"Total";"Total";"1";"pers";221106;1.1727;"A"
2016;"CH024";"1";"Total";"1";"pers";92068;1.6734;"A"
2016;"CH024";"Total";"Total";"1";"pers";116125;1.1555;"A"
2016;"CH013";"1";"Total";"1";"pers";228292;1.1590;"A"
2016;"CH013";"Total";"Total";"1";"pers";301610;0.7569;"A"
2016;"CH025";"1";"Total";"1";"pers";36044;3.8706;"A"
2016;"CH025";"Total";"Total";"1";"pers";46658;2.6139;"A"
2016;"CH";"1";"Total";"1";"pers";4505684;0.2975;"A"
2016;"CH";"Total";"Total";"1";"pers";5540607;0.2122;"A"
2016;"CH040";"1";"Total";"1";"pers in %";83.51731;0.4033;"A"
2016;"CH040";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH021";"1";"Total";"1";"pers in %";83.77818;0.5059;"A"
2016;"CH021";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH061";"1";"Total";"1";"pers in %";84.29281;0.5879;"A"
2016;"CH061";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH062";"1";"Total";"1";"pers in %";82.23075;2.8713;"A"
2016;"CH062";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH063";"1";"Total";"1";"pers in %";82.85250;1.3279;"A"
2016;"CH063";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH064";"1";"Total";"1";"pers in %";84.28237;2.5151;"A"
2016;"CH064";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH065";"1";"Total";"1";"pers in %";83.41063;2.5024;"A"
2016;"CH065";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH051";"1";"Total";"1";"pers in %";83.14496;2.6592;"A"
2016;"CH051";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH066";"1";"Total";"1";"pers in %";81.63210;1.0763;"A"
2016;"CH066";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH022";"1";"Total";"1";"pers in %";81.53923;0.9603;"A"
2016;"CH022";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH023";"1";"Total";"1";"pers in %";81.98441;1.0462;"A"
2016;"CH023";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH031";"1";"Total";"1";"pers in %";79.28060;1.3633;"A"
2016;"CH031";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH032";"1";"Total";"1";"pers in %";79.76365;1.0942;"A"
2016;"CH032";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH052";"1";"Total";"1";"pers in %";81.64463;1.9775;"A"
2016;"CH052";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH053";"1";"Total";"1";"pers in %";83.32265;2.2921;"A"
2016;"CH053";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH054";"1";"Total";"1";"pers in %";83.26288;4.1673;"A"
2016;"CH054";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH055";"1";"Total";"1";"pers in %";81.88248;0.7614;"A"
2016;"CH055";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH056";"1";"Total";"1";"pers in %";82.66880;1.1917;"A"
2016;"CH056";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH033";"1";"Total";"1";"pers in %";82.85805;0.6534;"A"
2016;"CH033";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH057";"1";"Total";"1";"pers in %";82.63652;0.7143;"A"
2016;"CH057";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH070";"1";"Total";"1";"pers in %";73.53848;0.7330;"A"
2016;"CH070";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH011";"1";"Total";"1";"pers in %";78.26353;0.4599;"A"
2016;"CH011";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH012";"1";"Total";"1";"pers in %";78.78945;0.9861;"A"
2016;"CH012";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH024";"1";"Total";"1";"pers in %";79.28342;0.9546;"A"
2016;"CH024";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH013";"1";"Total";"1";"pers in %";75.69106;0.6641;"A"
2016;"CH013";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH025";"1";"Total";"1";"pers in %";77.25183;2.2126;"A"
2016;"CH025";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2016;"CH";"1";"Total";"1";"pers in %";81.32113;0.2419;"A"
2016;"CH";"Total";"Total";"1";"pers in %";100.00000;0.2122;"A"
2016;"CH040";"Total";"0";"1";"pers";790862;0.7381;"A"
2016;"CH040";"Total";"1";"1";"pers";42242;5.2486;"A"
2016;"CH040";"Total";"Total";"1";"pers";833104;0.6904;"A"
2016;"CH021";"Total";"0";"1";"pers";531041;0.9593;"A"
2016;"CH021";"Total";"1";"1";"pers";24289;7.1940;"A"
2016;"CH021";"Total";"Total";"1";"pers";555330;0.9095;"A"
2016;"CH061";"Total";"0";"1";"pers";220030;1.0647;"A"
2016;"CH061";"Total";"1";"1";"pers";7449;9.9042;"A"
2016;"CH061";"Total";"Total";"1";"pers";227478;1.0178;"A"
2016;"CH062";"Total";"0";"1";"pers";18885;5.0997;"A"
2016;"CH062";"Total";"1";"1";"pers";365.43537;60.8770;"U"
2016;"CH062";"Total";"Total";"1";"pers";19250;4.9789;"A"
2016;"CH063";"Total";"0";"1";"pers";84555;2.3426;"A"
